Diet,Fold Change HF/CD,CD,HF
Fam125a,0.745835974,9.196481,9.421
Orc5,0.745895769,8.967963,9.1925
Fam122a,0.745925666,8.643704,8.86825
Lyrm2,0.746081797,6.132407,6.357
Gm17430,0.746327619,6.268333,6.493
Fcer1g,0.746404024,11.93481,12.1595
Ap3s2,0.746879059,9.156667,9.3815
Apoa2,0.747134848,19.41759,19.6425
Mfhas1,0.747187999,7.444074,7.669
Klk1b24,0.747281013,5.751296,5.97625
Hapln1,0.747463719,4.695741,4.92075
Cdk10,0.747496938,8.736481,8.9615
D9Ertd402e,0.747526835,6.822222,7.04725
Orm3,0.747895569,9.796111,10.02125
Hsd3b7,0.74796533,14.06259,14.28775
Plin3,0.748141392,8.362037,8.58725
Olfr957,0.748234406,4.564259,4.7895
Mfsd6,0.748480229,6.040185,6.2655
Gm606,0.748971874,3.547037,3.7725
Mrps17,0.749124683,9.890741,10.11625
Dapk3,0.749649547,9.493333,9.719
Pepd,0.749892048,10.87426,11.1
Otub2,0.750018281,5.007222,5.233
Cgnl1,0.75017109,8.680926,8.90675
Pvrl3,0.75025746,10.01815,10.244
Ccdc72,0.750357118,8.92537,9.15125
Pafah2,0.751649348,8.911481,9.13775
Myadm,0.751679245,7.842222,8.0685
Olfr847,0.7523237,3.472778,3.69925
Impg2,0.752386816,5.344259,5.57075
Cxadr,0.753433223,6.999444,7.22625
Myh8,0.754386617,5.382407,5.6095
Fam46a,0.755031071,6.227963,6.45525
Hsd17b4,0.755107475,14.33944,14.56675
Hmgcl,0.755140695,12.61093,12.83825
Proca1,0.75561573,4.957037,5.1845
Hyal2,0.75663224,9.971481,10.19925
Pou4f1,0.756937858,4.048889,4.27675
Pmis2,0.758293204,5.486481,5.71475
Dhrs11,0.758505808,9.876667,10.105
Cmip,0.759259885,10.80444,11.033
Art2b,0.759615332,4.108333,4.337
Hook1,0.760854411,12.07796,12.307
Frmd4b,0.760954069,11.27593,11.505
Mrpl50,0.761243076,9.702593,9.93175
Gorasp1,0.761306193,7.449074,7.67825
Cenpb,0.761429104,6.672037,6.90125
Lztfl1,0.761674927,7.542963,7.77225
Adam18,0.761797838,3.775926,4.00525
Pdia3,0.762116744,14.40833,14.63775
Atg10,0.762535306,7.788704,8.01825
Fam35a,0.763026952,8.005556,8.23525
Apbb2,0.763046883,10.8763,11.106
Rad23b,0.76367805,12.05111,12.281
Acbd6,0.763734523,9.327593,9.5575
Pde4b,0.763797639,8.054074,8.284
Ifitm2,0.763844146,16.89481,17.12475
Ccdc79,0.763857434,4.085556,4.3155
Cx3cr1,0.763980345,4.763519,4.9935
Pomk,0.764073359,6.575741,6.80575
Cacng2,0.764996855,4.242963,4.47325
Pomt1,0.766103057,8.60463,8.83525
Chrna2,0.766505011,5.189259,5.42
Lass2,0.766966759,13.28537,13.51625
Olfr1396,0.767212581,4.666296,4.89725
Acsf3,0.767551418,6.584444,6.8155
Lima1,0.767963337,11.94407,12.17525
Pigy,0.76829553,10.42222,10.6535
Acaa2,0.768361968,17.1487,17.38
Gna11,0.768428407,11.55593,11.78725
Gdf2,0.768717415,7.747593,7.979
Ifi205,0.769365191,8.998148,9.22975
Pxmp4,0.769591082,10.82833,11.06
Maob,0.770388344,12.72759,12.9595
Gm14446,0.770471393,4.474815,4.70675
Gm10134,0.770534509,6.096296,6.32825
Cebpd,0.771364991,8.186296,8.4185
Fabp12,0.772195473,3.966296,4.19875
Obox5,0.773700307,4.727593,4.9605
Cnpy2,0.773743492,11.98333,12.21625
Fn3k,0.774225171,6.770185,7.00325
Polb,0.774255069,7.695926,7.929
Qk,0.775039044,11.60019,11.8335
Map1lc3a,0.775055653,8.550185,8.7835
Gm46,0.775424387,4.879074,5.1125
Fah,0.775869526,17.12019,17.35375
Ndufb7,0.776653501,9.513704,9.7475
Pdk2,0.777131859,13.61056,13.8445
Gm7762,0.777301277,4.164259,4.39825
Erlin2,0.777424188,7.537222,7.77125
Galnt4,0.777763025,7.38037,7.6145
Pdzk1ip1,0.777975628,7.220556,7.45475
Klhl25,0.77853039,6.728889,6.96325
Pex11c,0.778683199,7.337593,7.572
Lipa,0.779025358,13.45074,13.68525
Cab39l,0.779257892,12.71667,12.95125
Clmn,0.780188032,10.14889,10.38375
Nostrin,0.780776014,9.292963,9.528
Ndel1,0.780952076,10.33241,10.5675
Cmpk2,0.781051734,6.90463,7.13975
Dnaja1,0.781550023,14.88148,15.11675
Ndrg2,0.781749339,17.05167,17.287
Gpat2,0.782038346,4.328333,4.56375
Dnajc30,0.783852119,7.822037,8.058
Fgf23,0.784373662,3.72463,3.96075
Fzd8,0.78483541,8.715741,8.952
Cpne8,0.784958321,5.593704,5.83
Ost4,0.785071267,15.67167,15.908
Aldh7a1,0.785735652,12.91722,13.15375
Mettl8,0.785822022,6.664444,6.901
Aplp2,0.786267161,13.00481,13.2415
Ccdc126,0.786280448,4.070556,4.30725
Rabl3,0.786280448,9.285556,9.52225
Clybl,0.786964766,11.19685,11.43375
Baiap2l1,0.787203945,8.692778,8.92975
Coq9,0.787605898,8.577407,8.8145
Mrps21,0.787662371,11.09889,11.336
Med16,0.787665693,7.053889,7.291
LOC100042279,0.78785172,5.553333,5.7905
LOC100042443,0.78785172,5.553333,5.7905
Hras1,0.788864909,9.252778,9.49025
Nr3c2,0.790894607,8.081667,8.31975
Efhd2,0.791233443,7.599815,7.838
Itm2c,0.791356355,8.967778,9.206
BC017158,0.791635397,7.264444,7.50275
Gm7030,0.791665294,6.155185,6.3935
Fhit,0.792465879,8.294444,8.533
Gm10495,0.792711701,9.89537,10.134
Map2k2,0.793542183,11.03537,11.27425
Krtap9.5,0.794186637,4.210926,4.45
Apoa1,0.79463842,19.47204,19.71125
Cdk5rap3,0.795817704,9.240185,9.47975
Gm13103,0.796707981,3.536667,3.7765
Pnldc1,0.797046817,3.449815,3.68975
Gm5553,0.797199626,8.438519,8.6785
Acsm5,0.798060006,11.59426,11.8345
Pah,0.798458637,17.60389,17.84425
C1rb,0.798824049,10.20778,10.44825
Psen1,0.798953604,9.390741,9.63125
Gstp2,0.799787408,13.67574,13.9165
Cldn14,0.800308951,7.903333,8.14425
Mrpl17,0.800717548,11.27296,11.514
Pccb,0.800750767,11.9887,12.22975
Pcdh8,0.80089361,3.777407,4.0185
Camk2b,0.800923508,4.883148,5.12425
Cpq,0.802345293,12.28722,12.52875
Nfix,0.802743924,13.45685,13.6985
Fis1,0.803013,8.673519,8.91525
Lman2,0.804172353,10.00667,10.24875
Ces2g,0.804521156,9.739815,9.982
Dynlt3,0.805202151,10.67111,10.9135
Asgr2,0.805800098,13.35593,13.5985
Gm18853,0.805813386,6.610926,6.8535
Nabp2,0.806730238,12.06315,12.306
Nsun3,0.806962773,10.15833,10.40125
Pdilt,0.806982704,5.549074,5.792
Klf10,0.807012602,8.619815,8.86275
Pank1,0.807527501,12.97241,13.2155
Chchd6,0.807660378,5.76537,6.0085
Gpi1,0.807660378,12.74037,12.9835
Ascl1,0.808059009,3.865,4.10825
Nudt1,0.80818192,6.422963,6.66625
Aqp9,0.808391202,15.82815,16.0715
Phyhd1,0.808590518,10.34759,10.591
Hyou1,0.809022368,11.94796,12.1915
Gm26602,0.809656856,7.438519,7.68225
Lin37,0.810397646,8.141296,8.38525
Lman1,0.810716552,13.3587,13.60275
Gm4788,0.811679911,14.51741,14.76175
Mpp6,0.812477173,11.12667,11.37125
Hhip,0.812703065,6.866852,7.1115
Mpv17,0.812975463,13.24352,13.48825
C1ra,0.813639848,13.19407,13.439
Ffar2,0.813965397,4.312222,4.55725
Plg,0.81403848,17.1587,17.40375
Acad12,0.814795879,8.187222,8.4325
Coq10a,0.815071599,8.523889,8.76925
Hck,0.815347319,5.515556,5.761
Aar2,0.815872184,5.978148,6.22375
Dpt,0.816118007,5.809074,6.05475
Gpihbp1,0.816393727,9.355741,9.6015
Btrc,0.816948489,7.799074,8.045
Catsperd,0.817041503,5.491296,5.73725
Mtmr10,0.817901882,9.387037,9.63325
Gm13306,0.818393527,9.563889,9.81025
Gm3934,0.819071201,9.195185,9.44175
Cyb561d2,0.81993158,7.975926,8.22275
Fam36a,0.82005117,12.72389,12.97075
Fzd3,0.820363431,4.431296,4.67825
Atp5g1,0.822276861,15.72222,15.96975
Ndufaf3,0.822545938,7.318889,7.5665
Commd4,0.823223611,8.470185,8.718
Clu,0.825034062,18.23389,18.48225
Cep63,0.825436015,9.113519,9.362
Cyb5d2,0.825774852,8.611667,8.86025
Pbld2,0.827392631,10.53593,10.785
Olfr1355,0.827469035,3.962407,4.2115
Fkbp2,0.829452226,10.64556,10.89525
Cyp2d10,0.830780997,15.45241,15.7025
Plin4,0.830850758,4.908889,5.159
Bdnf,0.831282608,3.374259,3.6245
Gm21943,0.831312506,3.46,3.71025
Neu2,0.832079871,5.853519,6.104
Kdelr2,0.832342303,13.22944,13.48
Ociad1,0.832674496,14.61759,14.86825
Akr1c18,0.833219292,4.720926,4.97175
Gpr64,0.835219093,6.014074,6.2655
Gsdmd,0.835956561,9.181852,9.4335
Ifi203,0.836265501,7.969259,8.221
Dhfr,0.836627591,11.60815,11.86
Mup2,0.837225538,19.16222,19.41425
Cacng1,0.837986259,4.960741,5.213
Pmm2,0.838909755,9.822963,10.0755
Parva,0.839278489,9.506852,9.7595
Adat3,0.839524312,8.152778,8.4055
Cdh18,0.839554209,5.868519,6.12125
Gm20939,0.839554209,5.753519,6.00625
Mst1,0.83988308,11.49167,11.7445
Gm6568,0.840633836,8.269444,8.5225
Naprt1,0.840680343,10.66093,10.914
Olfr73,0.840909556,4.131111,4.38425
Acrv1,0.841892847,3.194815,3.44825
Dnajb11,0.842015758,8.792778,9.04625
Ccdc142,0.842354595,9.045926,9.2995
H6pd,0.842739938,12.99056,13.24425
Gjb1,0.842939254,14.24,14.49375
Cox7a1,0.844078675,6.057407,6.3115
Prkaa2,0.845397481,11.06426,11.31875
Gbp2,0.845646625,7.730185,7.98475
Akr7a5,0.846327621,10.86648,11.12125
Rarres2,0.848752628,9.47,9.7255
Pecr,0.849317356,12.32833,12.584
Nat9,0.849735919,7.108704,7.3645
Ldha,0.849848865,16.75667,17.0125
Adamts1,0.851307191,6.601481,6.85775
Lmna,0.851337088,8.062222,8.3185
Ms4a7,0.851519794,6.161667,6.418
D17Wsu104e,0.852074556,10.63,10.8865
Ppbp,0.855366587,5.464259,5.72175
Maged1,0.855981144,8.709074,8.96675
Ppt1,0.856502686,8.221667,8.4795
Kpna4,0.856811626,8.254074,8.512
Ergic1,0.857057448,10.655,10.913
Nr1h4,0.857190326,11.27296,11.531
Ptplad1,0.858186904,12.04741,12.30575
Alg12,0.85847259,7.734074,7.9925
Churc1,0.85847259,8.934074,9.1925
Ech1,0.858984167,14.67167,14.93025
C1qc,0.860279719,10.41278,10.67175
Csf1,0.860718213,9.858148,10.11725
Mrgpre,0.860934139,6.093333,6.3525
Commd9,0.862133355,6.972222,7.23175
Gm14625,0.862226369,3.724444,3.984
Bola1,0.862777809,7.372778,7.6325
Bpnt1,0.862840925,7.309259,7.569
Apold1,0.863425585,5.398333,5.65825
Rag1,0.864930418,7.09463,7.355
Daglb,0.864963637,9.73037,9.99075
Fam220a,0.865053329,6.777593,7.038
Ldhd,0.868219127,10.57389,10.83525
Csad,0.86855132,10.80704,11.0685
Cdipt,0.869415021,10.77778,11.0395
Gm5887,0.871697186,4.637593,4.9
Aqp4,0.872099139,5.552222,5.81475
Pzp,0.872936265,17.05222,17.315
Fam20c,0.873205341,8.678889,8.94175
Mycbp,0.874158734,8.381852,8.645
Gc,0.874896202,18.96463,19.228
Alkbh6,0.875175244,8.391296,8.65475
Olfr791,0.875421067,3.667222,3.93075
Gm2104,0.875543978,4.695185,4.95875
Atg4a,0.875912712,7.129074,7.39275
Cxcl16,0.876773092,9.139815,9.40375
Homer2,0.877082031,7.027222,7.29125
Insig1,0.877420868,14.68537,14.9495
Ank,0.877450765,7.441111,7.70525
Map2k1,0.877603574,9.244815,9.509
Nup35,0.878463953,6.970556,7.235
Nhlh2,0.880496973,4.579444,4.8445
Dmbt1,0.880742796,7.98037,8.2455
Akap1,0.882304102,10.98315,11.24875
Camk2n1,0.882463555,9.241852,9.5075
Cln6,0.883323934,7.952593,8.2185
Dnlz,0.884679281,9.060185,9.3265
Pla2g6,0.885416749,8.327963,8.5945
Cnfn,0.885479865,5.404444,5.671
Car8,0.885493153,13.37019,13.63675
Gss,0.886124319,10.41,10.67675
Olah,0.886400039,3.991667,4.2585
R3hdm4,0.887632475,8.926296,9.1935
Dnajb4,0.887908195,9.987963,10.25525
Eno1,0.88838323,15.42407,15.6915
Pfkfb1,0.889878098,10.59537,10.86325
Asah2,0.889907995,9.326111,9.594
Foxq1,0.890246832,5.994259,6.26225
Ccser2,0.891416151,7.292407,7.56075
Hgd,0.892170228,15.52593,15.7945
Fcgrt,0.892402763,12.24611,12.51475
Gm2012,0.892582148,4.810556,5.07925
Car5b,0.892738278,6.134259,6.403
Btc,0.892831292,6.321481,6.59025
Cradd,0.89313691,7.273889,7.54275
Angptl6,0.894674962,5.885926,6.15525
Grb7,0.896787708,10.33204,10.602
Decr1,0.896887366,12.97926,13.24925
Igf1,0.896953805,18.63074,18.90075
Gsap,0.897043497,9.367963,9.638
Entpd4,0.89718634,12.51667,12.78675
Glyat,0.897784287,15.26074,15.531
Chd1l,0.898950284,6.778889,7.0495
Cnot8,0.899544909,12.21796,12.48875
Agmo,0.900607926,13.79389,14.065
Glycam1,0.900764056,4.337593,4.60875
Aga,0.901966594,7.821481,8.093
P4ha2,0.903534544,5.739259,6.01125
Gm29073,0.904703863,5.167407,5.43975
Nudt2,0.904793555,7.56963,7.842
Prss3,0.905195509,4.189259,4.46175
Nfe2l1,0.905291844,11.74148,12.014
Pigt,0.905358283,10.87296,11.1455
Gvin1,0.905441331,8.620185,8.89275
Adra2b,0.905471229,5.815926,6.0885
Edil3,0.905624037,4.10963,4.38225
Ildr2,0.907441132,5.703333,5.9765
Lrriq3,0.907746749,5.510741,5.784
Ddost,0.90778329,12.40648,12.67975
Mcfd2,0.908115483,10.56463,10.838
Pbld1,0.909975763,12.05407,12.328
Marco,0.910915869,8.567037,8.84125
Ccnj,0.911437411,5.00463,5.279
Hsd3b1,0.913221287,6.187593,6.4625
Dusp12,0.913805946,8.991667,9.26675
Lpgat1,0.914094954,12.71833,12.9935
Bphl,0.915888795,11.41704,11.69275
Edf1,0.915955234,12.02352,12.29925
Oma1,0.916021672,7.87,8.14575
Crb1,0.916606332,3.844074,4.12
Gpr146,0.916729243,8.432037,8.708
Ppp1r14a,0.91675914,5.652778,5.92875
Lipg,0.916945168,7.322222,7.59825
Olfr870,0.91836031,5.251296,5.52775
Got2,0.91891175,17.36963,17.64625
Cog4,0.919682437,8.998148,9.275
Mrpl20,0.921004564,11.38,11.65725
Aldh1a1,0.921336757,16.52315,16.8005
Akr1e1,0.922034362,11.23019,11.50775
Necab1,0.924233478,9.932778,10.211
Gbp8,0.92435639,8.855741,9.134
Mtfr1,0.924824782,11.71185,11.99025
Akr1c14,0.925887799,14.26778,14.5465
Egln1,0.926020676,10.12074,10.3995
Mpeg1,0.926917596,11.49222,11.77125
Deptor,0.927382666,11.75833,12.0375
Ptges,0.927525509,4.522037,4.80125
Pnpt1,0.928169963,9.272593,9.552
Gtdc1,0.928355991,5.687037,5.9665
Ephx2,0.929807674,15.41185,15.69175
Iyd,0.93183405,11.72574,12.00625
Aktip,0.932262579,7.101111,7.38175
Mvd,0.934876936,8.459074,8.7405
Gm826,0.93552139,7.76463,8.04625
Cops7a,0.936650846,12.18204,12.464
Dhcr24,0.936816942,15.44574,15.72775
Glo1,0.937414889,16.24056,16.52275
Gpd2,0.937923144,8.837407,9.11975
Prr13,0.938976195,10.70759,10.99025
Abhd4,0.939773458,11.50185,11.78475
Lrp11,0.939829931,5.148333,5.43125
Apoc1,0.940304967,18.79019,19.07325
Defb40,0.940504282,4.43463,4.71775
Ces1f,0.940637159,13.85759,14.14075
Hlf,0.940813222,9.102037,9.38525
Cyp2d12,0.941152058,8.990185,9.2735
Pcsk9,0.942935934,7.868148,8.152
Rap1gap,0.943766416,5.273148,5.55725
D14Ertd668e,0.944194944,6.723519,7.00775
Psg28,0.946012039,3.627222,3.912
Abhd2,0.947214577,12.05611,12.34125
Ear5,0.949147939,3.617778,3.9035
Ppif,0.949207734,11.46926,11.755
Cebpg,0.949456878,9.665185,9.951
Ndufa4l2,0.951117842,4.485185,4.7715
Atp9a,0.951240754,7.893148,8.1795
Nmnat1,0.954223845,8.87,9.15725
Ermp1,0.954778607,7.383333,7.67075
Exosc6,0.955652274,12.12407,12.41175
G6pc3,0.956715291,6.3,6.588
Ralgps1,0.956991011,5.676667,5.96475
Cpsf4l,0.957084025,5.648889,5.937
B3galnt1,0.957236834,4.992593,5.28075
Msra,0.9572468,15.34259,15.63075
Ppib,0.958010843,13.12111,13.4095
Cebpb,0.958037419,8.096852,8.38525
Dynlrb1,0.962130034,13.87037,14.16
Aadat,0.96232935,12.49056,12.78025
Pcca,0.962595104,11.14148,11.43125
Hpn,0.962990413,8.756111,9.046
Krtcap2,0.96418963,15,15.29025
Pttg1,0.964774289,9.574074,9.8645
Foxa2,0.964834084,9.840556,10.131
Galk1,0.967511558,8.93,9.22125
Dpp7,0.968003203,9.066852,9.35825
Ifitm7,0.968219128,5.912037,6.2035
Gpr182,0.968587862,9.460926,9.7525
Haus8,0.970803588,5.034259,5.3265
Cd5l,0.971132459,12.18741,12.47975
Clip4,0.972371538,5.832037,6.12475
Bmi1,0.973663768,8.868148,9.16125
Cp,0.974853019,17.11204,17.4055
Cript,0.974922779,9.738519,10.032
Krt18,0.977444123,11.63426,11.9285
Jun,0.978062001,7.489074,7.7835
Gja1,0.97821481,6.667778,6.96225
Ift20,0.978440701,12.25796,12.5525
Acads,0.978640017,10.55315,10.84775
Enox2,0.980766051,10.36426,10.6595
Gm21786,0.982735954,3.771667,4.0675
Ear10,0.983167805,6.367037,6.663
Lpin1,0.983998287,9.362037,9.65825
Acta1,0.98467596,7.248333,7.54475
Lrp3,0.987134187,7.772593,8.06975
Ppdpf,0.987974635,11.34259,11.64
Hist1h1c,0.988273608,7.89,8.1875
Gclm,0.988771897,14.77185,15.0695
Map4k5,0.98941303,8.782407,9.08025
Ankrd2,0.990366423,4.24537,4.5435
Eci1,0.99189451,10.72241,11.021
Mlec,0.99282465,10.27963,10.5785
Mid1,0.994917464,7.89,8.1895
Gm15737,0.99568483,4.363519,4.66325
Mogat1,0.99670134,5.007963,5.308
Ccdc162,0.997099971,6.162593,6.46275
Lactb2,0.997143156,15.70833,16.0085
Ltbr,1.002258926,11.74204,12.04375
Gm5077,1.003654135,8.52537,8.8275
Nipsnap1,1.004285302,13.91593,14.21825
Pdzk1,1.004361706,8.332407,8.63475
Cd302,1.004451398,15.88963,16.192
BC030307,1.004574309,4.832593,5.135
Glud1,1.004850029,16.80426,17.10675
Cpt2,1.005447976,10.36333,10.666
Mb,1.005959553,5.580926,5.88375
Cebpa,1.008869562,12.7663,13.07
Ear12,1.009896038,8.405741,8.70975
Mrpl49,1.013556803,9.523889,9.829
Chrna4,1.01487893,4.970741,5.27625
Lyplal1,1.015925338,7.605926,7.91175
Acly,1.016177804,11.73185,12.03775
Rad54l2,1.01804805,7.122037,7.4285
Mis12,1.019187471,7.559444,7.86625
F10,1.020130899,14.49741,14.8045
Ppap2b,1.020429872,13.51907,13.82625
Cxcl10,1.022077549,6.824074,7.13175
Comtd1,1.022522687,10.17444,10.48225
Copz1,1.022555906,13.35093,13.65875
Lonp2,1.022688783,14.00389,14.31175
Pde9a,1.024047452,8.141481,8.44975
Grem2,1.02478492,6.269259,6.57775
Ptprf,1.024980914,10.1487,10.45725
Mafb,1.025445984,10.79481,11.1035
Pdia2,1.026445884,4.664259,4.97325
Cryab,1.026844515,6.078889,6.388
Hdac11,1.028475582,7.608148,7.91775
Ghitm,1.028767912,12.56481,12.8745
Hsbp1,1.030096683,11.29241,11.6025
Alpl,1.031458673,7.095,7.4055
Arhgef26,1.032319053,8.280741,8.5915
Adhfe1,1.032920322,13.29481,13.60575
Nrbf2,1.034441765,7.976852,8.28825
Fdft1,1.037371705,13.05722,13.3695
Crat,1.037504583,10.59093,10.90325
Ces2e,1.03806931,11.34426,11.65675
Gm11099,1.039241951,6.882407,7.19525
D6Ertd527e,1.039610685,5.386296,5.69925
Clec4a3,1.039640582,7.097037,7.41
Gm4907,1.039949522,3.634444,3.9475
Mpdu1,1.039962809,13.95019,14.26325
Pcyox1,1.042088843,10.7213,11.035
Ccdc125,1.042347954,6.932222,7.246
Gbp3,1.042839599,8.574074,8.888
Gria3,1.043792992,4.707037,5.02125
Klf15,1.044015562,10.57222,10.8865
Azgp1,1.045576868,18.365,18.67975
Bbox1,1.046374131,14.08926,14.40425
Gprin3,1.046869098,7.306111,7.62125
Ctso,1.04730427,11.17648,11.49175
LOC102637808,1.04769958,4.601111,4.9165
Pydc4,1.048005197,5.253519,5.569
Hagh,1.048466945,12.35963,12.67525
Plxdc2,1.052097813,7.352037,7.66875
Ly96,1.052619355,11.12963,11.4465
Mest,1.054526142,6.770556,7.088
Adi1,1.055044363,13.72315,14.04075
Gtf2h3,1.056097414,6.788333,7.10625
Alg3,1.05628012,9.922778,10.24075
Cyb561,1.056834882,5.061111,5.37925
Gapdh,1.057402932,17.06019,17.3785
Comt,1.05750259,18.17241,18.49075
Cfhr2,1.057768344,16.70333,17.02175
Cadps2,1.060093694,6.64963,6.96875
Otc,1.060425886,16.06778,16.387
Pxmp2,1.061555342,10.84019,11.15975
Lmo7,1.065873849,10.99389,11.31475
Acadvl,1.068232417,13.35593,13.6775
Nicn1,1.070305301,9.270556,9.59275
Ndufa8,1.070757083,13.27167,13.594
Pcsk6,1.071521126,10.52519,10.84775
Gm12185,1.07271702,10.48833,10.81125
Cxcl12,1.075573879,14.56222,14.886
Gm13242,1.079380808,4.769074,5.094
Osgin1,1.079892385,10.43667,10.76175
Kmo,1.079992043,13.59389,13.919
Isoc1,1.080257797,11.67056,11.99575
Etnk2,1.081918761,13.12981,13.4555
AI317395,1.082649585,10.55259,10.8785
Echdc2,1.083081436,10.39796,10.724
Cyp2e1,1.083114655,19.2487,19.57475
Anpep,1.083247532,13.68241,14.0085
Ggct,1.083715924,8.753519,9.07975
Dhcr7,1.084210892,10.91537,11.24175
F7,1.08427733,12.31685,12.64325
Cfh,1.084310549,17.43759,17.764
Il13ra1,1.084543084,10.35352,10.68
Mug1,1.086436583,17.7587,18.08575
Eif2d,1.088177274,8.595926,8.9235
Hpx,1.088595837,19.2463,19.574
Cd99l2,1.089439606,8.516296,8.84425
H2.Q1,1.089931252,7.953148,8.28125
Bhmt2,1.090788309,12.20889,12.53725
Apobec1,1.090921186,10.62685,10.95525
Jam2,1.091160365,8.822778,9.15125
Krt13,1.092728315,4.525556,4.8545
Gcgr,1.09304722,10.37796,10.707
Nek6,1.093592017,9.956296,10.2855
Klk1b11,1.093897634,4.653704,4.983
Hsd17b13,1.094110237,17.99389,18.32325
Hspb8,1.094209895,12.63611,12.9655
Atp8b1,1.094375992,10.05556,10.385
Myot,1.099867139,5.472407,5.8035
Osbpl1a,1.09999005,12.49537,12.8265
Fam131c,1.100325565,4.863519,5.19475
Abhd3,1.103046224,10.6437,10.97575
Gabarap,1.108062335,15.15019,15.48375
Chid1,1.110540494,7.124444,7.45875
Nr1h3,1.111849333,12.5213,12.856
Anapc13,1.111882553,14.69704,15.03175
Cisd3,1.11244728,12.04037,12.37525
Gbe1,1.113061837,7.710185,8.04525
Ms4a6d,1.115829003,7.071852,7.40775
Morf4l2,1.119888399,11.80463,12.14175
Dpy19l3,1.120011311,5.752593,6.08975
Ambp,1.120120934,18.77481,19.112
Cenpm,1.120781998,8.436111,8.7735
Dhrs7b,1.123794987,7.848704,8.187
Mkrn2os,1.128439042,9.930556,10.27025
Kdm5d,1.128747982,3.032963,3.37275
Nanp,1.12964158,7.729444,8.0695
Nipsnap3b,1.130352473,11.30648,11.64675
Pawr,1.130624871,5.218148,5.5585
Mrpl52,1.131332442,9.055185,9.39575
Gpd1,1.13231241,13.87889,14.21975
Gm8325,1.132611384,10.8813,11.22225
Kcnt2,1.134408547,5.719259,6.06075
Ndufa3,1.134870295,14.43537,14.777
Pparg,1.136743863,7.690556,8.03275
Dusp6,1.138099209,9.958148,10.30075
Iscu,1.138524416,12.07852,12.42125
Mavs,1.138590855,12.175,12.51775
Morn2,1.140005996,8.369074,8.71225
Amacr,1.140052503,12.23056,12.57375
Gckr,1.140417915,11.4937,11.837
N6amt2,1.142065591,6.413704,6.7575
Hspa5,1.142178537,16.80167,17.1455
Ccdc30,1.142557237,6.775556,7.1195
O3far1,1.144557037,3.843704,4.18825
Gm4951,1.144669983,12.40167,12.74625
Lgr4,1.144703202,12.02741,12.372
Cd151,1.145865877,10.38056,10.7255
Kcnk5,1.149603046,9.285185,9.63125
Ccs,1.151147743,10.36722,10.71375
Fdps,1.153838504,10.25741,10.60475
Psmb10,1.154276999,8.802778,9.15025
Lmf1,1.154768644,9.99963,10.34725
Gm12070,1.156097416,15.44148,15.7895
Lcat,1.158522423,17.24,17.58875
Fam82a2,1.15913698,8.664815,9.01375
Mmachc,1.161166678,9.213704,9.56325
Atox1,1.162213085,9.988889,10.33875
Ebpl,1.162674833,13.015,13.365
Gm5617,1.165398814,11.28593,11.63675
Magea2,1.169687423,4.083889,4.436
Dcakd,1.169840232,7.987593,8.33975
Map2k3,1.172364897,9.478333,9.83125
Msrb2,1.172826645,7.784444,8.1375
Gldn,1.17374682,4.066667,4.42
Cxcl14,1.174025862,6.013333,6.36675
Fabp5,1.17762351,7.015,7.3695
Qprt,1.177839435,8.240185,8.59475
Oaf,1.178188237,12.82333,13.178
Agpat2,1.18038071,15.38167,15.737
Igfbp4,1.180613245,15.76685,16.12225
Acsm1,1.182074893,13.67741,14.03325
Accn5,1.188389879,6.024259,6.382
Apoc3,1.196923912,17.98944,18.34975
Gm527,1.197741106,5.454444,5.815
Gpr12,1.19866128,5.591667,5.9525
Lrig1,1.201800502,6.752222,7.114
Pipox,1.202870163,15.23315,15.59525
Bace2,1.208414461,6.531481,6.89525
Anxa2,1.209181827,6.72,7.084
Ap1s1,1.210288029,8.286667,8.651
Krt8,1.210709913,10.58204,10.9465
Higd2a,1.211573615,13.87278,14.2375
Nudt12,1.214496911,10.71315,11.07875
Onecut2,1.214842392,8.976296,9.342
BC021785,1.221668954,6.695741,7.0635
Foxa3,1.223668755,7.633889,8.00225
Epas1,1.224253414,9.862963,10.2315
H2.Ea.ps,1.2270538,7.98037,8.34975
Cml5,1.227575342,4.062963,4.4325
Pemt,1.227751405,16.74741,17.117
Ptgr2,1.22960504,9.541852,9.912
C4b,1.230109974,15.6087,15.979
Prdx6,1.230143193,11.16519,11.5355
X8.Mar,1.230807578,11.78074,12.15125
Gm20267,1.234195945,10.29722,10.66875
Mid1ip1,1.234651049,7.738333,8.11
Irgm2,1.235225743,10.53741,10.90925
Il1r1,1.2372189,10.24481,10.61725
C1s,1.237816847,14.00463,14.37725
Polr2l,1.238587534,7.133148,7.506
Hmox1,1.238614109,11.21889,11.59175
Gm3839,1.239344934,14.75667,15.12975
Gm129,1.241201891,6.011111,6.38475
Krt4,1.241201891,4.356111,4.72975
Alas1,1.241470968,15.08278,15.4565
Fam210b,1.245752933,7.970741,8.34575
Bckdhb,1.249941884,12.66648,13.04275
Entpd8,1.251735725,10.88944,11.26625
Arf4,1.252566207,12.73019,13.10725
Il15,1.255044366,6.564444,6.94225
Gna14,1.259286468,5.881667,6.26075
Cstb,1.259595407,9.974074,10.35325
Dusp3,1.261103563,9.17037,9.55
Car5a,1.265023438,12.38444,12.76525
